"","ym","ticker","last_price","volatil","volume"
"67",1981-03-19,"AAPL",0.376956,9.42774208774095e-05,9452800
"68",1981-03-20,"AAPL",0.380652,9.61352376821574e-05,3651200
"69",1981-03-23,"AAPL",0.395434,0.00150803063428149,5504800
"70",1981-03-24,"AAPL",0.393587,2.18165350010206e-05,7039200
"71",1981-03-25,"AAPL",0.386195,0.00035273002205991,1764000
"72",1981-03-26,"AAPL",0.378804,0.000366263052919953,3068800
"73",1981-03-27,"AAPL",0.365869,0.00116601396933886,3063200
"74",1981-03-30,"AAPL",0.365869,0,2475200
"75",1981-03-31,"AAPL",0.362174,0.000101994712641863,3998400
"76",1981-04-01,"AAPL",0.358478,0.00010414283255622,8517600
"77",1981-04-02,"AAPL",0.389891,0.00767880807254768,7851200
"78",1981-04-03,"AAPL",0.391739,2.24655736762691e-05,4121600
"79",1981-04-06,"AAPL",0.384348,0.000355969496129071,5700800
"80",1981-04-07,"AAPL",0.380652,9.24729418458902e-05,2671200
"81",1981-04-08,"AAPL",0.39913,0.0023564253903374,5488000
"82",1981-04-09,"AAPL",0.406521,0.00034290803402871,3124800
"83",1981-04-10,"AAPL",0.412065,0.00018598609361349,8366400
"84",1981-04-13,"AAPL",0.412065,0,4015200
"85",1981-04-14,"AAPL",0.412065,0,1663200
"86",1981-04-15,"AAPL",0.391739,0.00243316962693609,8512000
"87",1981-04-16,"AAPL",0.369565,0.00320401444705036,5969600
"88",1981-04-20,"AAPL",0.380652,0.000900008117670141,8836800
"89",1981-04-21,"AAPL",0.406521,0.00461852235077852,7134400
"90",1981-04-22,"AAPL",0.421304,0.00132238886405717,4748800
"91",1981-04-23,"AAPL",0.432391,0.000692527350660957,14504000
"92",1981-04-24,"AAPL",0.428695,7.3065209450021e-05,8764000
"93",1981-04-27,"AAPL",0.425,7.4290289201466e-05,9632000
"94",1981-04-28,"AAPL",0.417608,0.000302514402768167,8047200
"95",1981-04-29,"AAPL",0.412065,0.000176178187506804,3410400
"96",1981-04-30,"AAPL",0.419456,0.000321717695123195,3152800
"97",1981-05-01,"AAPL",0.419456,0,4138400
"98",1981-05-04,"AAPL",0.417608,1.9410249225025e-05,3612000
"99",1981-05-05,"AAPL",0.415761,1.95612305357269e-05,4384800
"100",1981-05-06,"AAPL",0.404674,0.000711116242273443,4737600
"101",1981-05-07,"AAPL",0.410217,0.000187620009145625,2340800
"102",1981-05-08,"AAPL",0.413913,8.1177676511991e-05,1976800
"103",1981-05-11,"AAPL",0.404674,0.000498232210112068,2984800
"104",1981-05-12,"AAPL",0.404674,0,1064000
"105",1981-05-13,"AAPL",0.402826,2.08541901609745e-05,1226400
"106",1981-05-14,"AAPL",0.397282,0.000189413729561776,1232000
"107",1981-05-15,"AAPL",0.406521,0.000540819269400323,1226400
"108",1981-05-18,"AAPL",0.413913,0.000330641944201758,1041600
"109",1981-05-19,"AAPL",0.406521,0.000318937644858371,6356000
"110",1981-05-20,"AAPL",0.419456,0.00101243440621813,3320800
"111",1981-05-21,"AAPL",0.443478,0.00327978596591976,8052800
"112",1981-05-22,"AAPL",0.463804,0.00210067894201295,7856800
"113",1981-05-26,"AAPL",0.461956,1.58757756911655e-05,21336000
"114",1981-05-27,"AAPL",0.487826,0.00313611249657122,37374400
"115",1981-05-28,"AAPL",0.487826,0,18496800
"116",1981-05-29,"AAPL",0.489674,1.43507317597238e-05,14845600
"117",1981-06-01,"AAPL",0.489674,0,12812800
"118",1981-06-02,"AAPL",0.465652,0.0024066017883187,10108000
"119",1981-06-03,"AAPL",0.465652,0,9861600
"120",1981-06-04,"AAPL",0.474891,0.000393665167489438,14016800
"121",1981-06-05,"AAPL",0.4675,0.000242224755659062,14420000
"122",1981-06-08,"AAPL",0.450869,0.0012655330652864,23374400
"123",1981-06-09,"AAPL",0.460108,0.000419903198095066,29898400
"124",1981-06-10,"AAPL",0.465652,0.000145186713396498,6305600
"125",1981-06-11,"AAPL",0.485978,0.00190537690681208,9744000
"126",1981-06-12,"AAPL",0.480434,0.000130140725779826,6451200
"127",1981-06-15,"AAPL",0.478587,1.47797239235026e-05,35940800
"128",1981-06-16,"AAPL",0.469347,0.000372753858180321,9312800
"129",1981-06-17,"AAPL",0.461956,0.000247980945780137,6893600
"130",1981-06-18,"AAPL",0.460108,1.60030480544764e-05,5762400
"131",1981-06-19,"AAPL",0.447174,0.000790216591977008,6876800
"132",1981-06-22,"AAPL",0.430543,0.00138319572555832,2710400
"133",1981-06-23,"AAPL",0.437934,0.000294695388085619,3757600
"134",1981-06-24,"AAPL",0.426848,0.000640814633491071,5756800
"135",1981-06-25,"AAPL",0.436087,0.000468493351913051,6064800
"136",1981-06-26,"AAPL",0.430543,0.000161621883122962,5947200
"137",1981-06-29,"AAPL",0.415761,0.00117878155234249,2648800
"138",1981-06-30,"AAPL",0.384348,0.00570862259096903,8976800
"139",1981-07-01,"AAPL",0.380652,9.24729418458902e-05,42616000
"140",1981-07-02,"AAPL",0.380652,0,7571200
"141",1981-07-06,"AAPL",0.367717,0.00115471985692842,4132800
"142",1981-07-07,"AAPL",0.371413,0.000101026779409083,3959200
"143",1981-07-08,"AAPL",0.386195,0.00158398912162941,4155200
"144",1981-07-09,"AAPL",0.35663,0.00586060529564068,8220800
"145",1981-07-10,"AAPL",0.328913,0.00604027479133422,13792800
"146",1981-07-13,"AAPL",0.336304,0.00050494529130565,11435200
"147",1981-07-14,"AAPL",0.351087,0.00193224008793063,4944800
"148",1981-07-15,"AAPL",0.360326,0.000692501050716212,2738400
"149",1981-07-16,"AAPL",0.369565,0.000657443949734607,3808000
"150",1981-07-17,"AAPL",0.3825,0.0012250426180428,4956000
"151",1981-07-20,"AAPL",0.35663,0.00457435618779102,5913600
"152",1981-07-21,"AAPL",0.354782,2.68514774328634e-05,7985600
"153",1981-07-22,"AAPL",0.334456,0.00328231824820127,5667200
"154",1981-07-23,"AAPL",0.343695,0.00076308330388755,8612800
"155",1981-07-24,"AAPL",0.354782,0.00104059483689867,7212800
"156",1981-07-27,"AAPL",0.369565,0.00173620898166702,4334400
"157",1981-07-28,"AAPL",0.35663,0.00122504261804279,5712000
"158",1981-07-29,"AAPL",0.351087,0.000241576124636798,3875200
"159",1981-07-30,"AAPL",0.364021,0.00135717613941441,2475200
"160",1981-07-31,"AAPL",0.369565,0.000231949567177327,2738400
"161",1981-08-03,"AAPL",0.365869,0.000100018942084533,3108000
"162",1981-08-04,"AAPL",0.371413,0.000229612335735024,7918400
"163",1981-08-05,"AAPL",0.3825,0.000891074250192037,4373600
"164",1981-08-06,"AAPL",0.373261,0.000583427714127045,2632000
"165",1981-08-07,"AAPL",0.373261,0,2301600
"166",1981-08-11,"AAPL",0.362174,0.000882272747601894,17864000
"167",1981-08-12,"AAPL",0.354782,0.000416571330224887,6568800
"168",1981-08-13,"AAPL",0.343695,0.000976573510313407,6871200
"169",1981-08-14,"AAPL",0.338152,0.000260101782738314,6048000
"170",1981-08-17,"AAPL",0.327065,0.00107498938110149,4726400
"171",1981-08-18,"AAPL",0.319674,0.000510667549167337,4250400
"172",1981-08-19,"AAPL",0.315978,0.000133674723514643,5168800
"173",1981-08-20,"AAPL",0.319674,0.000136820203912579,4278400
"174",1981-08-21,"AAPL",0.2975,0.00481142206798412,10477600
"175",1981-08-24,"AAPL",0.279022,0.00385776692606454,5768000
"176",1981-08-25,"AAPL",0.286413,0.000701664508766389,10175200
"177",1981-08-26,"AAPL",0.280869,0.000374680413333321,8400000
"178",1981-08-27,"AAPL",0.282717,4.32908703986262e-05,6479200
"179",1981-08-28,"AAPL",0.2975,0.00273414351115021,9508800
"180",1981-08-31,"AAPL",0.2975,0,10236800
"181",1981-09-01,"AAPL",0.315978,0.00385776692606454,9256800
"182",1981-09-02,"AAPL",0.321522,0.000307845458803296,4844000
"183",1981-09-03,"AAPL",0.304891,0.00267556396244483,9368800
"184",1981-09-04,"AAPL",0.301195,0.000146951734209882,3813600
"185",1981-09-08,"AAPL",0.291956,0.000940923722537133,6361600
"186",1981-09-09,"AAPL",0.291956,0,7632800
"187",1981-09-10,"AAPL",0.293804,4.00653668852152e-05,8702400
"188",1981-09-11,"AAPL",0.290108,0.000158251748323521,4384800
"189",1981-09-14,"AAPL",0.280869,0.0010142161554127,6921600
"190",1981-09-15,"AAPL",0.273478,0.000692466532688937,4877600
"191",1981-09-16,"AAPL",0.267935,0.000410813746027507,4838400
"192",1981-09-17,"AAPL",0.260543,0.000761140829397911,4844000
"193",1981-09-18,"AAPL",0.262391,5.03089339625344e-05,6580000
"194",1981-09-21,"AAPL",0.264239,4.96027853795949e-05,12258400
"195",1981-09-22,"AAPL",0.249456,0.0031299061796374,11855200
"196",1981-09-23,"AAPL",0.243913,0.000493744020109434,7050400
"197",1981-09-24,"AAPL",0.242065,5.74029270388935e-05,4575200
"198",1981-09-25,"AAPL",0.210652,0.0168404940903086,8652000
"199",1981-09-28,"AAPL",0.2125,7.69613647008232e-05,22932000
"200",1981-09-29,"AAPL",0.223587,0.00272213855224914,23671200
"201",1981-09-30,"AAPL",0.225435,6.83141762969225e-05,12499200
"202",1981-10-01,"AAPL",0.225435,0,15282400
"203",1981-10-02,"AAPL",0.243913,0.00671842136738865,11261600
"204",1981-10-05,"AAPL",0.251304,0.000918198351911213,10774400
"205",1981-10-06,"AAPL",0.249456,5.40760711962152e-05,7089600
"206",1981-10-07,"AAPL",0.264239,0.00351186041193798,9710400
"207",1981-10-08,"AAPL",0.273478,0.00122252035811787,7772800
"208",1981-10-09,"AAPL",0.275326,4.56624430379963e-05,13630400
"209",1981-10-12,"AAPL",0.284565,0.00112604431844254,6837600
"210",1981-10-13,"AAPL",0.284565,0,11048800
"211",1981-10-14,"AAPL",0.267935,0.00341524238967411,7744800
"212",1981-10-15,"AAPL",0.273478,0.000427987278187319,7358400
"213",1981-10-16,"AAPL",0.269782,0.00018264977215198,9116800
"214",1981-10-19,"AAPL",0.275326,0.000422299437866489,5146400
"215",1981-10-20,"AAPL",0.290108,0.00288251745161652,8932000
"216",1981-10-21,"AAPL",0.290108,0,19224800
"217",1981-10-22,"AAPL",0.288261,4.05335256500617e-05,8069600
"218",1981-10-23,"AAPL",0.280869,0.000657585364237432,6977600
"219",1981-10-26,"AAPL",0.280869,0,6820800
"220",1981-10-27,"AAPL",0.286413,0.000389617833587628,21397600
"221",1981-10-28,"AAPL",0.295652,0.00104055366129242,11043200
"222",1981-10-29,"AAPL",0.291956,0.000156279597007087,7621600
"223",1981-10-30,"AAPL",0.295652,0.000160261467540861,13182400
"224",1981-11-02,"AAPL",0.295652,0,9228800
"225",1981-11-03,"AAPL",0.291956,0.000156279597007087,7095200
"226",1981-11-04,"AAPL",0.284565,0.000640872438748555,5952800
"227",1981-11-05,"AAPL",0.264239,0.0051020049578629,5840800
"228",1981-11-06,"AAPL",0.266087,4.89114006350867e-05,6148800
"229",1981-11-09,"AAPL",0.269782,0.000192833094769179,5096000
"230",1981-11-10,"AAPL",0.27163,4.69221597629414e-05,4188800
"231",1981-11-11,"AAPL",0.279022,0.000740573980132777,6860000
"232",1981-11-12,"AAPL",0.288261,0.00109641013011883,9979200
"233",1981-11-13,"AAPL",0.267935,0.00497201081553443,5252800
"234",1981-11-16,"AAPL",0.264239,0.000190285207349478,5639200
"235",1981-11-17,"AAPL",0.269782,0.000440043816789043,8853600
"236",1981-11-18,"AAPL",0.279022,0.00117305399407358,7285600
"237",1981-11-19,"AAPL",0.279022,0,10001600
"238",1981-11-20,"AAPL",0.280869,4.38184384018963e-05,9525600
"239",1981-11-23,"AAPL",0.267935,0.00212059677795906,5740000
"240",1981-11-24,"AAPL",0.266087,4.7571301837368e-05,5538400
"241",1981-11-25,"AAPL",0.27163,0.000433952748126194,13137600
"242",1981-11-27,"AAPL",0.279022,0.000740573980132777,9312800
"243",1981-11-30,"AAPL",0.275326,0.000175463597897607,5992000
"244",1981-12-01,"AAPL",0.275326,0,5846400
"245",1981-12-02,"AAPL",0.277174,4.50515236220654e-05,9391200
"246",1981-12-03,"AAPL",0.273478,0.000177811131837056,5107200
"247",1981-12-04,"AAPL",0.280869,0.000730401429065072,34288800
"248",1981-12-07,"AAPL",0.282717,4.32908703986262e-05,14823200
"249",1981-12-08,"AAPL",0.277174,0.000384402239953058,12656000
"250",1981-12-09,"AAPL",0.279022,4.44527829592652e-05,8568000
"251",1981-12-10,"AAPL",0.279022,0,9352000
"252",1981-12-11,"AAPL",0.277174,4.38658994744032e-05,19023200
"253",1981-12-14,"AAPL",0.267935,0.0011110790416358,6311200
"254",1981-12-15,"AAPL",0.275326,0.000760934906956016,7828800
"255",1981-12-16,"AAPL",0.288261,0.00220718337125175,16363200
"256",1981-12-17,"AAPL",0.312282,0.00694401081641762,12863200
"257",1981-12-18,"AAPL",0.338152,0.0068627622421461,17931200
"258",1981-12-21,"AAPL",0.323369,0.0019111784202155,14100800
"259",1981-12-22,"AAPL",0.328913,0.000293933899283597,13456800
"260",1981-12-23,"AAPL",0.321522,0.000504945291305658,7224000
"261",1981-12-24,"AAPL",0.323369,3.2999883107051e-05,7229600
"262",1981-12-28,"AAPL",0.308587,0.00208963112599286,9144800
"263",1981-12-29,"AAPL",0.31413,0.000322652106212022,6059200
"264",1981-12-30,"AAPL",0.327065,0.00169556341583542,8047200
"265",1981-12-31,"AAPL",0.327065,0,13664000
"266",1982-01-04,"AAPL",0.325217,3.1925359052288e-05,17813600
"267",1982-01-05,"AAPL",0.308587,0.00261479725178175,8960000
"268",1982-01-06,"AAPL",0.304891,0.000143452682033761,16520000
"269",1982-01-07,"AAPL",0.280869,0.00620767706202037,17511200
"270",1982-01-08,"AAPL",0.293804,0.00212092470106957,14151200
"271",1982-01-11,"AAPL",0.275326,0.00395543741379728,8332800
"272",1982-01-12,"AAPL",0.266087,0.00112604431844254,14980000
"273",1982-01-13,"AAPL",0.264239,4.82343710114508e-05,10438400
"274",1982-01-14,"AAPL",0.277174,0.00239628810452738,6428800
"275",1982-01-15,"AAPL",0.295652,0.00444431616654323,11676000
"276",1982-01-18,"AAPL",0.301195,0.000351502254384014,7e+06
"277",1982-01-19,"AAPL",0.293804,0.000602158593234726,13876800
"278",1982-01-20,"AAPL",0.299348,0.000356066433727915,6456800
"279",1982-01-21,"AAPL",0.304891,0.000342875959080565,8332800
"280",1982-01-22,"AAPL",0.306739,3.67379335524684e-05,6064800
"281",1982-01-25,"AAPL",0.2975,0.000907218587006809,11177600
"282",1982-01-26,"AAPL",0.286413,0.00138884620012711,5303200
"283",1982-01-27,"AAPL",0.288261,4.16311570370365e-05,7840000
"284",1982-01-28,"AAPL",0.2975,0.00102725474600795,9900800
"285",1982-01-29,"AAPL",0.301195,0.000154260574818163,13288800
"286",1982-02-01,"AAPL",0.2975,0.000150498915129323,9632000
"287",1982-02-02,"AAPL",0.299348,3.85860207612464e-05,13568800
"288",1982-02-03,"AAPL",0.299348,0,7868000
"289",1982-02-04,"AAPL",0.291956,0.000609777218099848,5510400
"290",1982-02-05,"AAPL",0.291956,0,10074400
"291",1982-02-08,"AAPL",0.273478,0.00400566951971526,7924000
"292",1982-02-09,"AAPL",0.273478,0,14476000
"293",1982-02-10,"AAPL",0.277174,0.00018264977215198,9699200
"294",1982-02-11,"AAPL",0.273478,0.000177811131837056,6132000
"295",1982-02-12,"AAPL",0.277174,0.00018264977215198,4911200
"296",1982-02-16,"AAPL",0.27163,0.000400075046633379,8579200
"297",1982-02-17,"AAPL",0.275326,0.000185143495033197,6395200
"298",1982-02-18,"AAPL",0.279022,0.000180206094488267,7095200
"299",1982-02-19,"AAPL",0.277174,4.38658994744032e-05,3399200
"300",1982-02-22,"AAPL",0.273478,0.000177811131837056,6658400
"301",1982-02-23,"AAPL",0.269782,0.00018264977215198,8635200
"302",1982-02-24,"AAPL",0.27163,4.69221597629414e-05,9486400
"303",1982-02-25,"AAPL",0.269782,4.62858737582965e-05,7700000
"304",1982-02-26,"AAPL",0.269782,0,4356800
"305",1982-03-01,"AAPL",0.27163,4.69221597629414e-05,8825600
"306",1982-03-02,"AAPL",0.27163,0,8702400
"307",1982-03-03,"AAPL",0.27163,0,5913600
"308",1982-03-04,"AAPL",0.266087,0.000416422598567061,9592800
"309",1982-03-05,"AAPL",0.245761,0.00583521051147576,11328800
"310",1982-03-08,"AAPL",0.242065,0.000226171560286293,8786400
"311",1982-03-09,"AAPL",0.243913,5.82827364740442e-05,13126400
"312",1982-03-10,"AAPL",0.240217,0.000229611708155574,21733600
"313",1982-03-11,"AAPL",0.240217,0,5644800
"314",1982-03-12,"AAPL",0.225435,0.00378668272250905,11636800
"315",1982-03-15,"AAPL",0.223587,6.71987580725385e-05,12840800
"316",1982-03-16,"AAPL",0.219891,0.000273256705187694,11788000
"317",1982-03-17,"AAPL",0.208804,0.00254222032402109,12622400
"318",1982-03-18,"AAPL",0.225435,0.00634394046944814,14084000
"319",1982-03-19,"AAPL",0.245761,0.00812944983505469,16452800
"320",1982-03-22,"AAPL",0.264239,0.00565306520130467,17298400
"321",1982-03-23,"AAPL",0.260543,0.000195645602540341,13988800
"322",1982-03-24,"AAPL",0.245761,0.00321890068215591,12902400
"323",1982-03-25,"AAPL",0.243913,5.6542890071574e-05,21028000
"324",1982-03-26,"AAPL",0.240217,0.000229611708155574,12695200
"325",1982-03-29,"AAPL",0.245761,0.000532646362380379,16900800
"326",1982-03-30,"AAPL",0.249456,0.000226049189635056,19488000
"327",1982-03-31,"AAPL",0.249456,0,12538400
"328",1982-04-01,"AAPL",0.262391,0.00268871616172934,14784000
"329",1982-04-02,"AAPL",0.262391,0,21201600
"330",1982-04-05,"AAPL",0.262391,0,21660800
"331",1982-04-06,"AAPL",0.260543,4.9602785379592e-05,17897600
"332",1982-04-07,"AAPL",0.256848,0.000201126856784994,7274400
"333",1982-04-08,"AAPL",0.258695,5.17108187576056e-05,5997600
"334",1982-04-12,"AAPL",0.256848,5.09750571297565e-05,11076800
"335",1982-04-13,"AAPL",0.236522,0.00626255374205087,21324800
"336",1982-04-14,"AAPL",0.238369,6.09804613224908e-05,28397600
"337",1982-04-15,"AAPL",0.242065,0.000240416558481799,41070400
"338",1982-04-16,"AAPL",0.249456,0.000932271494432385,26012000
"339",1982-04-19,"AAPL",0.243913,0.000493744020109434,10320800
"340",1982-04-20,"AAPL",0.232826,0.00206613264392926,20137600
"341",1982-04-21,"AAPL",0.230978,6.3000062437563e-05,18256000
"342",1982-04-22,"AAPL",0.227282,0.00025604876887163,13148800
"343",1982-04-23,"AAPL",0.227282,0,12073600
"344",1982-04-26,"AAPL",0.232826,0.000594999168037427,14481600
"345",1982-04-27,"AAPL",0.225435,0.00100772828990545,17567200
"346",1982-04-28,"AAPL",0.216195,0.00167996895181348,24808000
"347",1982-04-29,"AAPL",0.216195,0,20557600
"348",1982-04-30,"AAPL",0.218043,7.30655474101656e-05,69350400
"349",1982-05-03,"AAPL",0.225435,0.00114931643991033,20675200
"350",1982-05-04,"AAPL",0.232826,0.00107488924512296,18496800
"351",1982-05-05,"AAPL",0.22913,0.000252000249750248,13484800
"352",1982-05-06,"AAPL",0.236522,0.0010407825597751,18866400
"353",1982-05-07,"AAPL",0.240217,0.000244053926969036,21179200
"354",1982-05-10,"AAPL",0.236522,0.000236603632365008,7901600
"355",1982-05-11,"AAPL",0.22913,0.000976744177596,25754400
"356",1982-05-12,"AAPL",0.223587,0.000585229011161211,17752000
"357",1982-05-13,"AAPL",0.225435,6.83141762969225e-05,13613600
"358",1982-05-14,"AAPL",0.216195,0.00167996895181348,23934400
"359",1982-05-17,"AAPL",0.2125,0.00029210406049997,19051200
"360",1982-05-18,"AAPL",0.208804,0.000302514402768167,30508800
"361",1982-05-19,"AAPL",0.206956,7.83296715784982e-05,18821600
"362",1982-05-20,"AAPL",0.208804,7.97347964873441e-05,6904800
"363",1982-05-21,"AAPL",0.210652,7.83296715785005e-05,9710400
"364",1982-05-24,"AAPL",0.2125,7.69613647008232e-05,7996800
"365",1982-05-25,"AAPL",0.2125,0,12891200
"366",1982-05-26,"AAPL",0.210652,7.56286006920406e-05,10819200
"367",1982-05-27,"AAPL",0.206956,0.000307845458803297,7812000
"368",1982-05-28,"AAPL",0.206956,0,4799200
"369",1982-06-01,"AAPL",0.203261,0.00031876662315749,11900000
"370",1982-06-02,"AAPL",0.206956,0.000330461423800697,8226400
"371",1982-06-03,"AAPL",0.199565,0.00127541159486605,9940000
"372",1982-06-04,"AAPL",0.194022,0.000771473485108464,9419200
"373",1982-06-07,"AAPL",0.194022,0,9290400
"374",1982-06-08,"AAPL",0.192174,9.07197781928189e-05,7851200
"375",1982-06-09,"AAPL",0.188478,0.000369891767383555,8461600
"376",1982-06-10,"AAPL",0.190326,9.61352376821574e-05,8601600
"377",1982-06-11,"AAPL",0.197717,0.00150803063428149,13658400
"378",1982-06-14,"AAPL",0.197717,0,7498400
"379",1982-06-15,"AAPL",0.197717,0,8803200
"380",1982-06-16,"AAPL",0.197717,0,10432800
"381",1982-06-17,"AAPL",0.194022,0.00034925357561326,7291200
"382",1982-06-18,"AAPL",0.190326,0.000362879112771281,4967200
"383",1982-06-21,"AAPL",0.190326,0,7134400
"384",1982-06-22,"AAPL",0.197717,0.00150803063428149,4390400
"385",1982-06-23,"AAPL",0.203261,0.000786245945335943,13188000
"386",1982-06-24,"AAPL",0.203261,0,11037600
"387",1982-06-25,"AAPL",0.195869,0.00132256127006867,6669600
"388",1982-06-28,"AAPL",0.194022,8.89205988292544e-05,6288800
"389",1982-06-29,"AAPL",0.188478,0.000816478003735378,8954400
"390",1982-06-30,"AAPL",0.188478,0,16906400
"391",1982-07-01,"AAPL",0.18663,9.61352376821603e-05,13932800
"392",1982-07-02,"AAPL",0.177391,0.00245068234506268,14526400
"393",1982-07-06,"AAPL",0.17,0.00173597409696722,21924000
"394",1982-07-07,"AAPL",0.17,0,7593600
"395",1982-07-08,"AAPL",0.162609,0.00189020349480969,41081600
"396",1982-07-09,"AAPL",0.168152,0.00116198520685447,32104800
"397",1982-07-12,"AAPL",0.171848,0.000483125377642586,15848000
"398",1982-07-13,"AAPL",0.182935,0.00416235512634509,28593600
"399",1982-07-14,"AAPL",0.184782,0.000101938955987665,17780000
"400",1982-07-15,"AAPL",0.188478,0.000400077933464121,16447200
"401",1982-07-16,"AAPL",0.195869,0.00153774766120445,19252800
"402",1982-07-19,"AAPL",0.197717,8.90169114123201e-05,20944000
"403",1982-07-20,"AAPL",0.210652,0.00428001057144562,12426400
"404",1982-07-21,"AAPL",0.210652,0,17925600
"405",1982-07-22,"AAPL",0.2125,7.69613647008232e-05,8803200
"406",1982-07-23,"AAPL",0.208804,0.000302514402768167,4575200
"407",1982-07-26,"AAPL",0.199565,0.00195781795053953,14212800
"408",1982-07-27,"AAPL",0.199565,0,8080800
"409",1982-07-28,"AAPL",0.190326,0.00214329120262447,13378400
"410",1982-07-29,"AAPL",0.197717,0.00150803063428149,15467200
"411",1982-07-30,"AAPL",0.199565,8.73606605928817e-05,9654400
"412",1982-08-02,"AAPL",0.205109,0.000771751869764794,23598400
"413",1982-08-03,"AAPL",0.192174,0.00397707180034866,22467200
"414",1982-08-04,"AAPL",0.190326,9.24729418458902e-05,20966400
"415",1982-08-05,"AAPL",0.182935,0.00150803063428149,17438400
